-1,-56655.25884515953,2697.8694688171204,1.0
-1,-45297.2875372347,2264.864376861735,0.95
-1,-84410.98144734367,4019.570545111603,1.0
-1,-71005.90341384614,3381.2334958974357,1.0
-1,-77711.33624662616,3700.5398212679124,1.0
-1,-20137.459509624583,1438.3899649731845,0.65
-1,-37356.2681831587,1966.1193780609844,0.9
-1,-20073.458301591316,1544.1121770454859,0.6
-1,-24628.10495532919,1448.7120561958345,0.8
-1,-16957.485285509847,1304.421945039219,0.6
-1,-16329.398149087412,1166.3855820776723,0.65
-1,-15224.320292434664,1171.1015609565127,0.6
-1,-9481.890411676204,1185.2363014595255,0.35
-1,-12585.49780779863,1144.1361643453301,0.5
-1,-7034.438858639285,1004.9198369484693,0.3
-1,-12493.042665597923,1135.731151417993,0.5
-1,-14489.718458131872,1207.476538177656,0.55
-1,-9848.347560409158,984.8347560409157,0.45
-1,-10411.99856234168,1041.199856234168,0.45
-1,-7412.327843897999,926.5409804872498,0.35
-1,-4361.416353956296,872.2832707912592,0.2
-1,-3276.9148458277546,819.2287114569386,0.15
-1,-4480.656482832412,896.1312965664823,0.2
-1,-3174.9640886041702,793.7410221510426,0.15
-1,-5479.901911152279,913.3169851920466,0.25
-1,-4401.837168784328,880.3674337568656,0.2
-1,-6420.726182927827,917.246597561118,0.3
-1,-2896.179804850273,965.3932682834243,0.1
-1,-2594.4758287038517,864.8252762346173,0.1
-1,-5007.140749852148,834.5234583086913,0.25
-1,-1605.7139165573542,802.8569582786771,0.05
-1,-4915.720746383155,819.2867910638591,0.25
-1,-3168.088005567114,792.0220013917785,0.15
-1,-1728.807090763158,864.403545381579,0.05
-1,-2244.078787274333,748.0262624247777,0.1
-1,-5194.582097580378,865.763682930063,0.25
-1,-3521.200453809617,880.3001134524043,0.15
-1,-3962.5211179361754,792.5042235872351,0.2
-1,-1920.899864347033,960.4499321735165,0.05
-1,-813.4585520990014,813.4585520990014,0.0
-1,-2406.692694413238,802.230898137746,0.1
-1,-856.9831595594679,856.9831595594679,0.0
-1,-1681.6389893188623,840.8194946594311,0.05
-1,-2549.360318435942,849.7867728119808,0.1
-1,-2335.460982445521,778.4869941485069,0.1
-1,-3355.782762963339,838.9456907408347,0.15
-1,-2812.52107966156,937.5070265538534,0.1
-1,-2356.947785742124,785.6492619140413,0.1
-1,-1700.7497444310557,850.3748722155278,0.05
-1,-3180.785609811171,795.1964024527928,0.15
-1,-864.6185440560429,864.6185440560429,0.0
-1,-2608.2449299945665,869.4149766648555,0.1
-1,-871.7410019333611,871.7410019333611,0.0
-1,-1765.9701963956156,882.9850981978078,0.05
